DN_DT,Jahr,Bevölkerung insgesamt,Betriebe,Beschäftigte,Gesamtumsatz,Investitionen,Stromverbrauch(Industrie),Stromverbrauch(Haushalt),Beschäftigungsquote
Freiburg im Breisgau (kreisfreie Stadt),2021,231848,79,11669,3019930.0,85918.0,952,1322,0.05033038887547014
Freiburg im Breisgau (kreisfreie Stadt),2022,235003,78,12137,3404923.0,120177.0,938,1288,0.05164614919809534
Freudenstadt (Landkreis),2003,122369,133,15742,2183542.0,75048.0,1154,808,0.12864369243844437
Freudenstadt (Landkreis),2004,122407,134,15448,2417439.0,101178.0,1207,825,0.12620193289599452
Freudenstadt (Landkreis),2005,122579,132,15576,2514681.0,91288.0,1245,876,0.12706907382178023
Freudenstadt (Landkreis),2006,122275,131,15824,2850880.0,166693.0,1342,866,0.12941320793293806
Freudenstadt (Landkreis),2007,121865,128,16973,3161121.0,141074.0,1380,845,0.1392770688877036
Freudenstadt (Landkreis),2008,121272,129,17763,3271087.0,185379.0,1369,837,0.1464723926380368
Freudenstadt (Landkreis),2009,120637,129,16864,2563876.0,121096.0,1272,826,0.13979127465039748
Freudenstadt (Landkreis),2010,119878,129,16913,3234657.0,75263.0,1370,838,0.14108510318824138
Freudenstadt (Landkreis),2011,115220,132,17534,3600084.0,102888.0,1308,690,0.15217844124283977
Freudenstadt (Landkreis),2012,115055,130,17475,3433907.0,75475.0,1306,677,0.15188388162183303
Freudenstadt (Landkreis),2013,114793,135,17250,3387733.0,80732.0,1353,662,0.15027048687637748
Freudenstadt (Landkreis),2014,115147,131,17165,3569173.0,105165.0,1342,638,0.14907031880986912
Freudenstadt (Landkreis),2015,116233,129,17237,3692696.0,103805.0,1355,646,0.1482969552536715
Freudenstadt (Landkreis),2016,116692,131,17328,3804487.0,148967.0,1366,634,0.14849346998937374
Freudenstadt (Landkreis),2017,117456,132,17925,4096266.0,116174.0,1408,628,0.15261033919084593
Freudenstadt (Landkreis),2018,117935,135,18682,4541928.0,124969.0,1424,609,0.15840929325475897
Freudenstadt (Landkreis),2019,118243,136,19112,4473541.0,126118.0,1390,650,0.1616332467883934
Freudenstadt (Landkreis),2020,118364,139,18770,3885252.0,122027.0,1326,643,0.1585786218782738
Freudenstadt (Landkreis),2021,119183,139,19074,4535520.0,131506.0,1438,679,0.16003960296350989
Freudenstadt (Landkreis),2022,121450,134,19483,5222245.0,148194.0,1396,666,0.16041992589543022
Göppingen (Landkreis),2003,258707,256,29471,4368955.0,150669.0,1783,1707,0.11391651559486214
Göppingen (Landkreis),2004,258492,251,28513,4459255.0,135474.0,1868,1742,0.11030515451155161
Göppingen (Landkreis),2005,257783,247,27627,4457440.0,122734.0,1874,1843,0.10717153574906026
Göppingen (Landkreis),2006,256967,244,27350,4622884.0,124053.0,1667,1819,0.106433900072772
Göppingen (Landkreis),2007,255807,242,28217,5132100.0,152051.0,1956,1773,0.11030581649446654
Göppingen (Landkreis),2008,254833,246,28635,5217650.0,158217.0,1789,1758,0.11236770747901567
Göppingen (Landkreis),2009,253522,241,24897,3862979.0,94107.0,1434,1737,0.09820449507340585
Göppingen (Landkreis),2010,252548,230,24281,4525611.023471877,88676.0,1551,1765,0.0961440993395315
Göppingen (Landkreis),2011,247194,232,25046,4567830.376549017,110731.0,1653,1481,0.10132122947967993
Göppingen (Landkreis),2012,247835,235,26413,4515664.801255634,136710.0,1652,1457,0.10657493897149313
Göppingen (Landkreis),2013,248813,238,26817,4678540.997271902,123547.0,1687,1436,0.10777973819695916
Göppingen (Landkreis),2014,250117,233,26995,4800672.931139972,159751.0,1801,1386,0.10792948899914839
Göppingen (Landkreis),2015,252749,230,26853,4925970.828988849,152776.0,1629,1405,0.10624374379324943
Göppingen (Landkreis),2016,254618,230,26954,4976019.705585754,127633.0,1609,1383,0.10586054403066554
Göppingen (Landkreis),2017,256345,232,28144,4795009.142785315,147292.0,1649,1371,0.10978954143829604
Göppingen (Landkreis),2018,257253,236,29034,4915050.342602204,158226.0,1778,1327,0.11286165758999896
Göppingen (Landkreis),2019,258145,240,28328,4624329.474901707,165899.0,1514,1420,0.10973677584303396
Göppingen (Landkreis),2020,258781,244,26733,4303147.739774651,128279.0,1264,1405,0.10330356556315959
Göppingen (Landkreis),2021,259046,239,25037,4720076.476381078,111726.0,1188,1477,0.09665078789095373
Göppingen (Landkreis),2022,257269,237,24700,4778135.648567108,110393.0,1169,1410,0.09600845807306749
Heidelberg (kreisfreie Stadt),2003,142959,54,11154,1387338.0,59202.0,409,944,0.07802237005015424
Heidelberg (kreisfreie Stadt),2004,143123,53,10669,1410606.0,63472.0,426,965,0.07454427310774649
Heidelberg (kreisfreie Stadt),2005,142993,54,10693,1442577.0,50365.0,422,1022,0.07477988433000217
Heidelberg (kreisfreie Stadt),2006,144634,56,11066,1831863.0,64071.0,564,1024,0.07651036409143078
Heidelberg (kreisfreie Stadt),2007,145311,58,11453,2046713.0,77386.0,563,1007,0.0788171576824879
Heidelberg (kreisfreie Stadt),2008,145642,58,11643,2135858.0,74860.0,498,1005,0.07994259897557024
Heidelberg (kreisfreie Stadt),2009,146466,44,9681,1277852.0,68693.0,444,1003,0.06609725123919545
Heidelberg (kreisfreie Stadt),2010,147312,46,9549,1548401.0,69198.0,506,1030,0.06482160312805474
Heidelberg (kreisfreie Stadt),2011,148415,45,9499,1730240.0,63710.0,493,889,0.06400296465990635
Heidelberg (kreisfreie Stadt),2012,150335,44,9331,1714364.0,41089.0,479,884,0.0620680480260751
Heidelberg (kreisfreie Stadt),2013,152113,44,9194,1643299.0,66553.0,475,878,0.06044190831815821
Heidelberg (kreisfreie Stadt),2014,154715,45,9295,1690727.0,48830.0,452,857,0.060078208318521155
Heidelberg (kreisfreie Stadt),2015,156267,45,8856,1676849.0,60801.0,445,869,0.05667223406093417
Heidelberg (kreisfreie Stadt),2016,159914,48,8954,1686320.0,56465.0,451,868,0.05599259602036094
Heidelberg (kreisfreie Stadt),2017,160601,49,9119,1757144.0,50658.0,446,859,0.05678046836570133
Heidelberg (kreisfreie Stadt),2018,160355,52,9197,1731157.0,86581.0,418,827,0.05735399582177045
Heidelberg (kreisfreie Stadt),2019,161485,53,8305,1918599.0,108026.0,384,888,0.05142892528717838
Heidelberg (kreisfreie Stadt),2020,158741,52,8088,1776607.0,90446.0,334,862,0.05095092005216044
Heidelberg (kreisfreie Stadt),2021,159245,53,8199,1933741.0,70747.0,353,908,0.051486702879211275
Heidelberg (kreisfreie Stadt),2022,154570,52,8170,2051634.0,75215.0,339,847,0.05285631105647926
Heidenheim (Landkreis),2003,136337,131,21265,3467993.0,111666.0,1610,900,0.1559738002156421
Heidenheim (Landkreis),2004,135737,125,20216,3827710.0,115687.0,1614,915,0.14893507297199732
Heidenheim (Landkreis),2005,135174,127,19576,3626727.0,132659.0,1604,966,0.1448207495524287
Heidenheim (Landkreis),2006,134164,130,19354,3902658.0,130948.0,1651,950,0.14425628335470023
Heidenheim (Landkreis),2007,133449,124,19924,4011160.0,123769.0,1773,925,0.14930048183201072
Heidenheim (Landkreis),2008,132773,122,20396,4003339.0,156096.0,1864,916,0.1536155694305318
Heidenheim (Landkreis),2009,131854,120,19439,4064842.0,148181.0,1683,903,0.14742821605715412
Heidenheim (Landkreis),2010,131116,121,19244,4244125.0,107483.0,1768,917,0.14677079837700968
Heidenheim (Landkreis),2011,127691,123,19730,4460268.0,117584.0,1744,765,0.15451363056127684
Heidenheim (Landkreis),2012,127608,123,19918,4209150.0,96296.0,1764,750,0.15608739263995988
Heidenheim (Landkreis),2013,127947,120,18269,3605653.0,93432.0,1529,738,0.14278568469757008
Heidenheim (Landkreis),2014,128894,116,17960,3604676.0,136227.0,1489,714,0.1393393020621596
Heidenheim (Landkreis),2015,130527,114,18062,3824016.0,90727.0,1442,726,0.13837750044052188
Heidenheim (Landkreis),2016,131498,115,17700,4263164.0,125427.0,1409,714,0.1346028076472646
Heidenheim (Landkreis),2017,132006,118,17874,4163074.0,108077.0,1458,706,0.13540293623017136
Heidenheim (Landkreis),2018,132472,118,18116,3924398.0,100217.0,1455,684,0.13675342713932
Heidenheim (Landkreis),2019,132777,119,18595,3839452.0,167755.0,1478,730,0.14004684546269308
Heidenheim (Landkreis),2020,132812,123,18414,3822877.0,141215.0,1456,721,0.13864711020088547
Heidenheim (Landkreis),2021,132958,121,18185,3722152.0,161419.0,1637,758,0.13677251462867973
Heidenheim (Landkreis),2022,134766,121,18544,4219169.0,139966.0,1556,739,0.13760147218141075
Heilbronn (Landkreis),2003,327540,289,41633,11294557.0,483801.0,3161,2162,0.12710813946388227
Heilbronn (Landkreis),2004,328866,292,42590,11783846.0,367630.0,3456,2217,0.12950563451375333
Heilbronn (Landkreis),2005,329503,295,42892,13230645.0,325355.0,3492,2356,0.13017180420208618
Heilbronn (Landkreis),2006,329979,296,44046,14824732.0,440556.0,3590,2336,0.13348122153227931
Heilbronn (Landkreis),2007,330302,295,46200,15290300.0,556189.0,3603,2289,0.13987199593099647
Heilbronn (Landkreis),2008,329743,300,47888,15834064.0,597495.0,3764,2275,0.14522825351864938
Heilbronn (Landkreis),2009,329054,302,45948,11993688.0,582309.0,3239,2254,0.13963665538179143
Heilbronn (Landkreis),2010,328364,304,46424,14337511.0,541985.0,3636,2295,0.1413796883945865
Heilbronn (Landkreis),2011,323168,308,47274,17608542.0,543906.0,3883,1936,0.14628304782651746
Heilbronn (Landkreis),2012,324543,310,48260,18263046.0,531456.0,3731,1908,0.14870140474451768
Heilbronn (Landkreis),2013,326035,315,48781,18286359.0,661725.0,3771,1881,0.14961890594568067
Heilbronn (Landkreis),2014,329250,312,50004,18291469.0,743190.0,3863,1824,0.15187243735763098
Heilbronn (Landkreis),2015,334388,312,50843,18635976.0,801747.0,3896,1859,0.15204792037991793
Heilbronn (Landkreis),2016,337571,317,52557,17928359.0,835207.0,3949,1833,0.1556916915256346
Heilbronn (Landkreis),2017,340772,322,54623,16131294.0,1268931.0,3959,1823,0.16029192539293136
Heilbronn (Landkreis),2018,343068,317,56315,16325286.0,1144151.0,4060,1770,0.16415113038814463
Heilbronn (Landkreis),2019,344456,325,57658,17421802.0,877500.0,3891,1895,0.16738857793157907
Heilbronn (Landkreis),2020,346363,325,54665,16842798.0,583581.0,3524,1881,0.15782574928615353
Heilbronn (Landkreis),2021,347798,322,54580,17296011.0,593416.0,3654,1982,0.156930172111398
Heilbronn (Landkreis),2022,351402,314,54736,18594435.0,694793.0,3601,1926,0.15576462285359788
Heilbronn (kreisfreie Stadt),2003,120705,98,15203,3293262.0,70528.0,1044,797,0.12595170042666004
Heilbronn (kreisfreie Stadt),2004,121320,98,15032,3313622.0,108992.0,1085,818,0.12390372568414111
Heilbronn (kreisfreie Stadt),2005,121613,100,15004,3517042.0,88491.0,1130,870,0.12337496813663013
Heilbronn (kreisfreie Stadt),2006,121384,97,14628,3626556.0,100050.0,1148,859,0.1205101166545838
Heilbronn (kreisfreie Stadt),2007,121627,94,13411,3641727.0,71887.0,1117,843,0.11026334613202661
Heilbronn (kreisfreie Stadt),2008,122098,96,13251,3301430.0,74304.0,1106,842,0.10852757620927451
Heilbronn (kreisfreie Stadt),2009,122415,88,11964,2600339.0,62987.0,993,839,0.09773312094106114
Heilbronn (kreisfreie Stadt),2010,122879,83,11661,3237354.0,52922.0,1014,859,0.094898233221299
Heilbronn (kreisfreie Stadt),2011,116716,82,11889,3326558.0,60781.0,1123,699,0.10186264094040234
Heilbronn (kreisfreie Stadt),2012,117531,78,11411,3136268.0,73010.0,1026,691,0.09708927857331258
Heilbronn (kreisfreie Stadt),2013,118122,79,11241,2923969.0,78373.0,1031,682,0.0951643216335653
Heilbronn (kreisfreie Stadt),2014,119841,76,10799,2797564.0,74141.0,928,664,0.09011106382623643
Heilbronn (kreisfreie Stadt),2015,122567,75,11354,2980111.0,55515.0,959,681,0.09263504858567151
Heilbronn (kreisfreie Stadt),2016,123771,76,11808,3103631.0,85413.0,971,672,0.09540199238917033
Heilbronn (kreisfreie Stadt),2017,125113,77,11890,3221556.0,78948.0,966,669,0.09503408918337823
Heilbronn (kreisfreie Stadt),2018,125960,81,11935,2916376.0,114085.0,940,650,0.09475230231819626
Heilbronn (kreisfreie Stadt),2019,126592,76,11518,2800405.0,115731.0,929,696,0.09098521233569262
Heilbronn (kreisfreie Stadt),2020,126458,74,11363,2696848.0,80161.0,895,687,0.08985592054278892
Heilbronn (kreisfreie Stadt),2021,125613,74,11661,3033151.0,108623.0,914,716,0.0928327482028134
Heilbronn (kreisfreie Stadt),2022,129931,76,11687,3258122.0,112414.0,873,712,0.08994774149356197
Hohenlohekreis (Landkreis),2003,109755,109,16645,2707174.0,86209.0,854,724,0.15165596100405448
Hohenlohekreis (Landkreis),2004,109756,105,16414,2819684.0,91726.0,912,740,0.14954991071103174
Hohenlohekreis (Landkreis),2005,109718,108,16508,2926480.0,97917.0,927,784,0.15045844802129094
Hohenlohekreis (Landkreis),2006,109717,108,17041,3355093.0,109398.0,972,777,0.15531777208636766
Hohenlohekreis (Landkreis),2007,109900,107,18148,3702260.0,172292.0,1018,762,0.1651319381255687
Hohenlohekreis (Landkreis),2008,109499,109,18552,3737004.0,178232.0,1031,756,0.16942620480552334
Hohenlohekreis (Landkreis),2009,109028,112,17636,3149637.0,127589.0,970,747,0.1617566129801519
Hohenlohekreis (Landkreis),2010,108913,116,18311,3611914.0,96024.0,1055,761,0.16812501721557574
Hohenlohekreis (Landkreis),2011,107200,121,19461,3874844.0,139632.0,1167,642,0.18153917910447762
Hohenlohekreis (Landkreis),2012,107498,127,20281,3848095.0,147614.0,1171,632,0.1886639751437236
Hohenlohekreis (Landkreis),2013,107866,133,20448,3993836.0,175366.0,1202,622,0.18956853874251386
Hohenlohekreis (Landkreis),2014,108816,132,21183,4206095.0,152333.0,1212,603,0.19466806352007057
Hohenlohekreis (Landkreis),2015,110181,132,21070,4137143.0,247422.0,1158,613,0.19123079296793458
Hohenlohekreis (Landkreis),2016,110689,134,21866,4624680.0,197337.0,1207,601,0.19754447144702725
Hohenlohekreis (Landkreis),2017,111392,132,22274,4959244.0,213175.0,1227,596,0.1999604998563631
Hohenlohekreis (Landkreis),2018,112010,135,23265,5383807.0,223407.0,1235,578,0.20770466922596198
Hohenlohekreis (Landkreis),2019,112655,134,23628,5478042.0,173836.0,1249,620,0.20973769473170298
Hohenlohekreis (Landkreis),2020,112765,135,23043,5120265.0,170060.0,1319,612,0.2043453199130936
Hohenlohekreis (Landkreis),2021,113318,134,23476,5619049.0,166999.0,1238,646,0.20716920524541554
Hohenlohekreis (Landkreis),2022,114553,133,23939,6187416.0,214615.0,1185,628,0.20897750386284078
Karlsruhe (Landkreis),2003,427149,329,40486,8708044.0,235167.0,3103,2819,0.09478191450758401
Karlsruhe (Landkreis),2004,428312,318,39894,8454305.0,240143.0,3065,2887,0.09314238218868488
Karlsruhe (Landkreis),2005,429603,323,39308,8300244.0,244258.0,3090,3072,0.09149842994578716
Karlsruhe (Landkreis),2006,430351,322,39210,8864588.0,276084.0,3213,3047,0.09111167395916357
Karlsruhe (Landkreis),2007,431519,317,40887,9385666.0,322672.0,3821,2990,0.09475133192281221
Karlsruhe (Landkreis),2008,431381,321,41377,9210078.0,351672.0,3927,2977,0.09591752997929905
Karlsruhe (Landkreis),2009,431606,310,38381,7285736.0,233506.0,3423,2957,0.08892601122319893
Karlsruhe (Landkreis),2010,432271,310,37569,8187995.0,274244.0,2981,3022,0.08691075737211147
Karlsruhe (Landkreis),2011,424510,312,38788,9265529.0,304326.0,3023,2543,0.09137122800405173
Karlsruhe (Landkreis),2012,427106,302,39002,9171621.0,280140.0,2806,2511,0.09131690961962605
Karlsruhe (Landkreis),2013,429186,303,39104,9110315.0,281219.0,2772,2476,0.0911120120413993
Karlsruhe (Landkreis),2014,431315,304,39257,9977322.0,269375.0,2941,2389,0.09101700613240903
Karlsruhe (Landkreis),2015,435841,299,39164,9949025.0,299155.0,2797,2423,0.08985845755676955
Karlsruhe (Landkreis),2016,440337,296,38362,10277494.0,290488.0,2806,2391,0.08711963791368883
Karlsruhe (Landkreis),2017,442673,299,38717,10782246.0,314088.0,2727,2368,0.08746185107291386
Karlsruhe (Landkreis),2018,444232,304,39059,11128780.0,348948.0,2591,2292,0.08792477804390499
Karlsruhe (Landkreis),2019,445101,309,39611,11003711.0,332995.0,2569,2448,0.08899328467022091
Karlsruhe (Landkreis),2020,446852,318,38525,10303199.0,284067.0,2446,2426,0.08621422752947284
Karlsruhe (Landkreis),2021,448487,311,38923,11485521.0,282700.0,2460,2556,0.08678735392553184
Karlsruhe (Landkreis),2022,453378,307,38442,11094547.0,350694.0,2434,2485,0.08479017508569009
Karlsruhe (kreisfreie Stadt),2003,282595,150,21900,8684529.0,161868.0,6843,1865,0.0774960632707585
Karlsruhe (kreisfreie Stadt),2004,284163,143,20996,8715914.0,219118.0,6798,1915,0.07388717039164142
Karlsruhe (kreisfreie Stadt),2005,285263,136,20696,8709207.0,116535.0,7369,2040,0.07255059366269022
Karlsruhe (kreisfreie Stadt),2006,286327,130,20831,9115747.0,161819.0,7078,2027,0.072752482301704
Karlsruhe (kreisfreie Stadt),2007,288917,128,21073,9357760.0,140930.0,6984,2002,0.07293790258101808
Karlsruhe (kreisfreie Stadt),2008,290736,130,21001,9708829.0,127413.0,7106,2006,0.07223391668042485
Karlsruhe (kreisfreie Stadt),2009,291959,117,19386,8567546.0,190801.0,5793,2000,0.0663997342092554
Karlsruhe (kreisfreie Stadt),2010,294761,109,19195,8672700.0,167876.0,5820,2060,0.06512055529734259
Karlsruhe (kreisfreie Stadt),2011,291995,107,19393,9422329.0,132484.0,5427,1749,0.06641552081371256
Karlsruhe (kreisfreie Stadt),2012,296033,106,19132,9589910.0,163709.0,5220,1741,0.06462792999429118
Karlsruhe (kreisfreie Stadt),2013,299103,106,19174,9522235.0,116708.0,5235,1726,0.0641050073051758
Karlsruhe (kreisfreie Stadt),2014,300051,103,19237,9672439.0,180077.0,5197,1662,0.06411243421951601
Karlsruhe (kreisfreie Stadt),2015,307755,99,18697,9477643.0,208126.0,4728,1711,0.06075287160241101
Karlsruhe (kreisfreie Stadt),2016,309999,97,18590,9728581.0,136035.0,4858,1683,0.05996793538043671
Karlsruhe (kreisfreie Stadt),2017,311919,99,18712,10408401.0,183476.0,4973,1669,0.059989933283961544
Karlsruhe (kreisfreie Stadt),2018,313092,98,18853,10810170.0,142150.0,4815,1616,0.06021552770431694
Karlsruhe (kreisfreie Stadt),2019,312060,98,18672,10569144.0,165150.0,4669,1716,0.059834647183233995
Karlsruhe (kreisfreie Stadt),2020,308436,96,17680,10094278.0,201083.0,4343,1675,0.05732145404557185
Karlsruhe (kreisfreie Stadt),2021,306502,99,17496,11193598.0,185437.0,4360,1747,0.057082824908157206
Karlsruhe (kreisfreie Stadt),2022,306630,100,17747,12151877.0,145769.0,4282,1680,0.057877572318429375
Konstanz (Landkreis),2003,272966,172,22313,4731759.0,166660.0,2008,1802,0.08174278115223141
Konstanz (Landkreis),2004,274096,165,22280,5012339.0,208852.0,2041,1847,0.08128538906076703
Konstanz (Landkreis),2005,274692,166,22161,5172851.0,176765.0,2061,1964,0.08067581145428335
Konstanz (Landkreis),2006,274752,165,22225,5818818.0,155906.0,2169,1945,0.080891130910785
Konstanz (Landkreis),2007,275120,163,21710,6028912.0,154033.0,2148,1907,0.0789110206455365
Konstanz (Landkreis),2008,276240,167,21955,5843823.0,140863.0,2104,1906,0.07947799015348972
Konstanz (Landkreis),2009,277555,159,19891,4674796.0,131309.0,1823,1901,0.07166507539046316
Konstanz (Landkreis),2010,278983,161,19712,5234664.0,106133.0,2031,1950,0.07065663499209629
Konstanz (Landkreis),2011,268263,163,20345,5871293.0,150697.0,2151,1607,0.07583975427099525
Konstanz (Landkreis),2012,270568,167,19935,5531889.0,156124.0,2016,1591,0.07367833594512285
Konstanz (Landkreis),2013,273407,162,19104,5643825.0,158402.0,2058,1578,0.06987385107184527
Konstanz (Landkreis),2014,275785,167,19229,5894455.0,157919.0,2052,1528,0.06972460431132947
Konstanz (Landkreis),2015,280288,165,19182,5953985.0,178707.0,2048,1558,0.06843675077063592
Konstanz (Landkreis),2016,282191,172,19543,5839079.0,190222.0,2090,1532,0.06925451201491188
Konstanz (Landkreis),2017,284015,174,19952,6112426.0,161980.0,2158,1519,0.07024981074943225
Konstanz (Landkreis),2018,285325,171,20747,5852273.0,171345.0,2168,1472,0.07271357224217997
Konstanz (Landkreis),2019,286305,173,20691,5785282.0,194152.0,2067,1575,0.07226908366951328
Konstanz (Landkreis),2020,286876,179,20271,5876912.0,179158.0,1901,1558,0.07066119159497483
Konstanz (Landkreis),2021,288097,176,20144,6930362.0,182259.0,2008,1642,0.06992089469866052
Konstanz (Landkreis),2022,289613,177,20593,7766759.0,178581.0,2016,1587,0.07110523353578742
Ludwigsburg (Landkreis),2003,509681,433,55910,8761327.0,425038.0,3259,3364,0.10969606479346886
Ludwigsburg (Landkreis),2004,511830,406,53204,9085676.0,396152.0,3312,3450,0.1039485766758494
Ludwigsburg (Landkreis),2005,513317,406,53274,9514184.0,332490.0,3317,3670,0.1037838216930279
Ludwigsburg (Landkreis),2006,513998,395,53713,10107005.0,326994.0,3427,3639,0.10450040661636815
Ludwigsburg (Landkreis),2007,515146,386,55085,11110154.0,395865.0,3543,3570,0.10693085067146013
Ludwigsburg (Landkreis),2008,515898,382,56450,11147335.0,413468.0,3474,3560,0.10942085451000004
Ludwigsburg (Landkreis),2009,516874,356,52011,8217436.0,333022.0,2884,3541,0.10062607134427345
Ludwigsburg (Landkreis),2010,517985,340,51519,9778761.0,370507.0,3052,3621,0.09946040908520518
Ludwigsburg (Landkreis),2011,512086,343,53961,11004514.0,344415.0,3188,3067,0.1053748784383873
Ludwigsburg (Landkreis),2012,516748,348,55146,11584883.0,437487.0,3072,3038,0.10671739416504757
Ludwigsburg (Landkreis),2013,521633,361,55426,11470213.0,456042.0,3054,3010,0.10625478065996591
Ludwigsburg (Landkreis),2014,526377,361,55877,12298183.0,474091.0,2968,2916,0.10615395429511548
Ludwigsburg (Landkreis),2015,534074,357,56242,13388771.0,406798.0,3012,2969,0.10530750420353734
Ludwigsburg (Landkreis),2016,537902,359,56489,13785280.0,497774.0,2885,2921,0.10501727080397545
Ludwigsburg (Landkreis),2017,542630,369,58057,15050678.0,523301.0,2853,2903,0.10699187291524612
Ludwigsburg (Landkreis),2018,543984,380,59338,15847940.0,603348.0,2881,2807,0.10908041412982734
Ludwigsburg (Landkreis),2019,545423,373,59409,15572102.0,616083.0,2786,3000,0.10892279936856349
Ludwigsburg (Landkreis),2020,544971,385,57665,13693591.0,626737.0,2641,2959,0.1058129698644515
Ludwigsburg (Landkreis),2021,544679,382,57058,14359151.0,599762.0,2670,3105,0.10475527787926467
