DName,DType,DN_DT,Jahr,Stromverbrauch(Haushalt)
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1996,2564
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1997,2486
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1998,2515
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1999,2543
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2000,2522
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2001,2572
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2002,2656
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2003,2734
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2004,2800
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2005,2977
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2006,2952
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2007,2895
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2008,2882
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2009,2858
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2010,2918
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2011,2458
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2012,2421
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2013,2381
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2014,2303
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2015,2336
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2016,2299
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2017,2279
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2018,2216
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2019,2370
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2020,2349
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2021,2477
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2022,2415
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2023,2200
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1991,1754
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1992,1788
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1993,1836
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1994,1815
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1995,1892
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1996,1995
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1997,1928
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1998,1949
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1999,1965
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2000,1942
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2001,1971
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2002,2035
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2003,2091
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2004,2137
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2005,2265
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2006,2235
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2007,2180
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2008,2164
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2009,2138
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2010,2172
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2011,1835
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2012,1802
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2013,1771
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2014,1707
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2015,1738
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2016,1692
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2017,1671
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2018,1620
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2019,1727
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2020,1707
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2021,1796
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2022,1734
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2023,1574
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1991,676
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1992,686
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1993,701
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1994,692
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1995,722
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1996,759
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1997,730
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1998,733
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1999,735
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2000,724
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2001,738
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2002,764
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2003,786
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2004,801
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2005,851
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2006,844
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2007,828
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2008,827
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2009,821
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2010,837
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2011,690
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2012,685
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2013,679
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2014,661
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2015,680
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2016,671
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2017,665
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2018,648
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2019,693
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2020,684
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2021,716
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2022,734
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2023,670
Rastatt,Landkreis,Rastatt (Landkreis),1991,1211
Rastatt,Landkreis,Rastatt (Landkreis),1992,1236
Rastatt,Landkreis,Rastatt (Landkreis),1993,1301
Rastatt,Landkreis,Rastatt (Landkreis),1994,1305
Rastatt,Landkreis,Rastatt (Landkreis),1995,1331
Rastatt,Landkreis,Rastatt (Landkreis),1996,1407
Rastatt,Landkreis,Rastatt (Landkreis),1997,1367
Rastatt,Landkreis,Rastatt (Landkreis),1998,1384
Rastatt,Landkreis,Rastatt (Landkreis),1999,1402
Rastatt,Landkreis,Rastatt (Landkreis),2000,1380
Rastatt,Landkreis,Rastatt (Landkreis),2001,1402
Rastatt,Landkreis,Rastatt (Landkreis),2002,1453
Rastatt,Landkreis,Rastatt (Landkreis),2003,1496
Rastatt,Landkreis,Rastatt (Landkreis),2004,1534
Rastatt,Landkreis,Rastatt (Landkreis),2005,1633
Rastatt,Landkreis,Rastatt (Landkreis),2006,1614
Rastatt,Landkreis,Rastatt (Landkreis),2007,1580
Rastatt,Landkreis,Rastatt (Landkreis),2008,1567
Rastatt,Landkreis,Rastatt (Landkreis),2009,1554
Rastatt,Landkreis,Rastatt (Landkreis),2010,1585
Rastatt,Landkreis,Rastatt (Landkreis),2011,1331
Rastatt,Landkreis,Rastatt (Landkreis),2012,1308
Rastatt,Landkreis,Rastatt (Landkreis),2013,1289
Rastatt,Landkreis,Rastatt (Landkreis),2014,1245
Rastatt,Landkreis,Rastatt (Landkreis),2015,1265
Rastatt,Landkreis,Rastatt (Landkreis),2016,1243
Rastatt,Landkreis,Rastatt (Landkreis),2017,1232
Rastatt,Landkreis,Rastatt (Landkreis),2018,1192
Rastatt,Landkreis,Rastatt (Landkreis),2019,1273
Rastatt,Landkreis,Rastatt (Landkreis),2020,1260
Rastatt,Landkreis,Rastatt (Landkreis),2021,1324
Rastatt,Landkreis,Rastatt (Landkreis),2022,1264
Rastatt,Landkreis,Rastatt (Landkreis),2023,1148
Ravensburg,Landkreis,Ravensburg (Landkreis),1991,1477
Ravensburg,Landkreis,Ravensburg (Landkreis),1992,1509
Ravensburg,Landkreis,Ravensburg (Landkreis),1993,1545
Ravensburg,Landkreis,Ravensburg (Landkreis),1994,1526
Ravensburg,Landkreis,Ravensburg (Landkreis),1995,1590
Ravensburg,Landkreis,Ravensburg (Landkreis),1996,1684
Ravensburg,Landkreis,Ravensburg (Landkreis),1997,1633
Ravensburg,Landkreis,Ravensburg (Landkreis),1998,1656
Ravensburg,Landkreis,Ravensburg (Landkreis),1999,1675
Ravensburg,Landkreis,Ravensburg (Landkreis),2000,1661
Ravensburg,Landkreis,Ravensburg (Landkreis),2001,1691
Ravensburg,Landkreis,Ravensburg (Landkreis),2002,1751
Ravensburg,Landkreis,Ravensburg (Landkreis),2003,1806
Ravensburg,Landkreis,Ravensburg (Landkreis),2004,1854
Ravensburg,Landkreis,Ravensburg (Landkreis),2005,1971
Ravensburg,Landkreis,Ravensburg (Landkreis),2006,1953
Ravensburg,Landkreis,Ravensburg (Landkreis),2007,1916
Ravensburg,Landkreis,Ravensburg (Landkreis),2008,1908
Ravensburg,Landkreis,Ravensburg (Landkreis),2009,1893
Ravensburg,Landkreis,Ravensburg (Landkreis),2010,1936
Ravensburg,Landkreis,Ravensburg (Landkreis),2011,1618
Ravensburg,Landkreis,Ravensburg (Landkreis),2012,1602
Ravensburg,Landkreis,Ravensburg (Landkreis),2013,1578
Ravensburg,Landkreis,Ravensburg (Landkreis),2014,1525
Ravensburg,Landkreis,Ravensburg (Landkreis),2015,1553
Ravensburg,Landkreis,Ravensburg (Landkreis),2016,1529
Ravensburg,Landkreis,Ravensburg (Landkreis),2017,1515
Ravensburg,Landkreis,Ravensburg (Landkreis),2018,1467
Ravensburg,Landkreis,Ravensburg (Landkreis),2019,1570
Ravensburg,Landkreis,Ravensburg (Landkreis),2020,1552
Ravensburg,Landkreis,Ravensburg (Landkreis),2021,1636
Ravensburg,Landkreis,Ravensburg (Landkreis),2022,1575
Ravensburg,Landkreis,Ravensburg (Landkreis),2023,1437
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1991,2269
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1992,2311
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1993,2363
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1994,2327
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1995,2427
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1996,2566
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1997,2491
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1998,2519
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1999,2553
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2000,2529
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2001,2581
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2002,2673
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2003,2750
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2004,2814
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2005,2987
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2006,2957
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2007,2891
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2008,2872
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2009,2848
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2010,2904
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2011,2439
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2012,2404
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2013,2372
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2014,2294
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2015,2332
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2016,2295
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2017,2273
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2018,2199
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2019,2350
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2020,2320
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2021,2436
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2022,2401
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2023,2183
Reutlingen,Landkreis,Reutlingen (Landkreis),1991,1542
Reutlingen,Landkreis,Reutlingen (Landkreis),1992,1570
Reutlingen,Landkreis,Reutlingen (Landkreis),1993,1608
Reutlingen,Landkreis,Reutlingen (Landkreis),1994,1585
Reutlingen,Landkreis,Reutlingen (Landkreis),1995,1654
Reutlingen,Landkreis,Reutlingen (Landkreis),1996,1748
Reutlingen,Landkreis,Reutlingen (Landkreis),1997,1698
Reutlingen,Landkreis,Reutlingen (Landkreis),1998,1715
Reutlingen,Landkreis,Reutlingen (Landkreis),1999,1735
Reutlingen,Landkreis,Reutlingen (Landkreis),2000,1718
Reutlingen,Landkreis,Reutlingen (Landkreis),2001,1745
Reutlingen,Landkreis,Reutlingen (Landkreis),2002,1804
Reutlingen,Landkreis,Reutlingen (Landkreis),2003,1859
Reutlingen,Landkreis,Reutlingen (Landkreis),2004,1899
Reutlingen,Landkreis,Reutlingen (Landkreis),2005,2017
Reutlingen,Landkreis,Reutlingen (Landkreis),2006,1996
Reutlingen,Landkreis,Reutlingen (Landkreis),2007,1951
Reutlingen,Landkreis,Reutlingen (Landkreis),2008,1939
Reutlingen,Landkreis,Reutlingen (Landkreis),2009,1924
Reutlingen,Landkreis,Reutlingen (Landkreis),2010,1964
Reutlingen,Landkreis,Reutlingen (Landkreis),2011,1639
Reutlingen,Landkreis,Reutlingen (Landkreis),2012,1615
Reutlingen,Landkreis,Reutlingen (Landkreis),2013,1593
Reutlingen,Landkreis,Reutlingen (Landkreis),2014,1540
Reutlingen,Landkreis,Reutlingen (Landkreis),2015,1569
Reutlingen,Landkreis,Reutlingen (Landkreis),2016,1543
Reutlingen,Landkreis,Reutlingen (Landkreis),2017,1529
Reutlingen,Landkreis,Reutlingen (Landkreis),2018,1480
Reutlingen,Landkreis,Reutlingen (Landkreis),2019,1579
Reutlingen,Landkreis,Reutlingen (Landkreis),2020,1561
Reutlingen,Landkreis,Reutlingen (Landkreis),2021,1643
Reutlingen,Landkreis,Reutlingen (Landkreis),2022,1597
Reutlingen,Landkreis,Reutlingen (Landkreis),2023,1455
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1991,2901
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1992,2962
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1993,3033
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1994,2992
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1995,3116
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1996,3296
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1997,3198
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1998,3237
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1999,3273
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2000,3238
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2001,3299
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2002,3412
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2003,3509
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2004,3591
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2005,3818
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2006,3782
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2007,3707
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2008,3693
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2009,3674
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2010,3758
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2011,3146
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2012,3100
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2013,3064
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2014,2962
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2015,3013
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2016,2956
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2017,2925
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2018,2826
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2019,3016
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2020,2977
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2021,3129
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2022,3049
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2023,2767
Rottweil,Landkreis,Rottweil (Landkreis),1991,792
Rottweil,Landkreis,Rottweil (Landkreis),1992,805
Rottweil,Landkreis,Rottweil (Landkreis),1993,821
Rottweil,Landkreis,Rottweil (Landkreis),1994,810
Rottweil,Landkreis,Rottweil (Landkreis),1995,845
Rottweil,Landkreis,Rottweil (Landkreis),1996,893
Rottweil,Landkreis,Rottweil (Landkreis),1997,865
Rottweil,Landkreis,Rottweil (Landkreis),1998,873
Rottweil,Landkreis,Rottweil (Landkreis),1999,882
Rottweil,Landkreis,Rottweil (Landkreis),2000,871
Rottweil,Landkreis,Rottweil (Landkreis),2001,886
Rottweil,Landkreis,Rottweil (Landkreis),2002,915
Rottweil,Landkreis,Rottweil (Landkreis),2003,939
Rottweil,Landkreis,Rottweil (Landkreis),2004,959
Rottweil,Landkreis,Rottweil (Landkreis),2005,1016
Rottweil,Landkreis,Rottweil (Landkreis),2006,1004
Rottweil,Landkreis,Rottweil (Landkreis),2007,981
Rottweil,Landkreis,Rottweil (Landkreis),2008,973
Rottweil,Landkreis,Rottweil (Landkreis),2009,961
Rottweil,Landkreis,Rottweil (Landkreis),2010,974
Rottweil,Landkreis,Rottweil (Landkreis),2011,815
Rottweil,Landkreis,Rottweil (Landkreis),2012,797
Rottweil,Landkreis,Rottweil (Landkreis),2013,781
Rottweil,Landkreis,Rottweil (Landkreis),2014,753
Rottweil,Landkreis,Rottweil (Landkreis),2015,765
Rottweil,Landkreis,Rottweil (Landkreis),2016,751
Rottweil,Landkreis,Rottweil (Landkreis),2017,743
Rottweil,Landkreis,Rottweil (Landkreis),2018,720
Rottweil,Landkreis,Rottweil (Landkreis),2019,769
Rottweil,Landkreis,Rottweil (Landkreis),2020,761
Rottweil,Landkreis,Rottweil (Landkreis),2021,801
Rottweil,Landkreis,Rottweil (Landkreis),2022,767
Rottweil,Landkreis,Rottweil (Landkreis),2023,696
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1991,1206
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1992,1224
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1993,1246
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1994,1225
