DName,DType,DN_DT,Jahr,Betriebe,Beschäftigte,Gesamtumsatz
Enzkreis,Landkreis,Enzkreis (Landkreis),2020,292,26868,6047949.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2021,291,27370,6655849.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2022,289,27354,7315155.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2023,282,27405,7919265.0
Esslingen,Landkreis,Esslingen (Landkreis),1995,471,72892,9352609.0
Esslingen,Landkreis,Esslingen (Landkreis),1996,464,70661,9195907.0
Esslingen,Landkreis,Esslingen (Landkreis),1997,477,69893,9709016.0
Esslingen,Landkreis,Esslingen (Landkreis),1998,469,69601,10122488.0
Esslingen,Landkreis,Esslingen (Landkreis),1999,474,68264,10239087.0
Esslingen,Landkreis,Esslingen (Landkreis),2000,468,67918,10917733.0
Esslingen,Landkreis,Esslingen (Landkreis),2001,458,69226,11007584.0
Esslingen,Landkreis,Esslingen (Landkreis),2002,467,68771,10669587.0
Esslingen,Landkreis,Esslingen (Landkreis),2003,449,67254,10700442.0
Esslingen,Landkreis,Esslingen (Landkreis),2004,430,66587,11009178.0
Esslingen,Landkreis,Esslingen (Landkreis),2005,429,65497,11306669.0
Esslingen,Landkreis,Esslingen (Landkreis),2006,419,63774,12039557.0
Esslingen,Landkreis,Esslingen (Landkreis),2007,424,64611,13192043.0
Esslingen,Landkreis,Esslingen (Landkreis),2008,432,65645,13507508.0
Esslingen,Landkreis,Esslingen (Landkreis),2009,413,60309,9945918.0
Esslingen,Landkreis,Esslingen (Landkreis),2010,408,59968,11738683.0
Esslingen,Landkreis,Esslingen (Landkreis),2011,402,61401,12748944.0
Esslingen,Landkreis,Esslingen (Landkreis),2012,399,61913,13140927.0
Esslingen,Landkreis,Esslingen (Landkreis),2013,416,62764,13337796.0
Esslingen,Landkreis,Esslingen (Landkreis),2014,415,64252,13872749.0
Esslingen,Landkreis,Esslingen (Landkreis),2015,406,64799,14478312.0
Esslingen,Landkreis,Esslingen (Landkreis),2016,402,63252,14823558.0
Esslingen,Landkreis,Esslingen (Landkreis),2017,407,64083,14299899.0
Esslingen,Landkreis,Esslingen (Landkreis),2018,406,64236,14282703.0
Esslingen,Landkreis,Esslingen (Landkreis),2019,413,62864,13188012.0
Esslingen,Landkreis,Esslingen (Landkreis),2020,415,60414,12011968.0
Esslingen,Landkreis,Esslingen (Landkreis),2021,414,59195,13568311.0
Esslingen,Landkreis,Esslingen (Landkreis),2022,411,61403,14361625.0
Esslingen,Landkreis,Esslingen (Landkreis),2023,408,61371,14689501.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1995,86,14272,2038618.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1996,87,13408,2041661.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1997,94,13357,2190245.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1998,97,14028,2357785.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1999,99,13961,2541417.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2000,97,14100,2790681.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2001,99,13631,2629587.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2002,106,13165,2657463.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2003,99,12798,2618617.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2004,98,12493,2775534.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2005,94,12380,2762706.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2006,90,12149,2782028.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2007,91,12097,2841123.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2008,93,12356,3006613.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2009,81,9970,2343381.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2010,81,9641,2618692.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2011,81,9674,2507291.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2012,75,9494,2430531.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2013,80,9792,2371009.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2014,78,9726,2436939.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2015,80,9677,2443596.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2016,78,9700,2485437.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2017,81,10004,2569546.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2018,84,10675,2679773.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2019,82,10907,2806275.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2020,83,11155,2734482.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2021,79,11669,3019930.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2022,78,12137,3404923.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2023,76,12186,3441834.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1995,133,14154,1651544.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1996,130,13976,1687387.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1997,135,14301,1805968.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1998,137,14961,1990406.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1999,136,15313,2014649.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2000,130,15634,2310318.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2001,130,16189,2295415.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2002,135,16254,2201344.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2003,133,15742,2183542.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2004,134,15448,2417439.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2005,132,15576,2514681.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2006,131,15824,2850880.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2007,128,16973,3161121.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2008,129,17763,3271087.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2009,129,16864,2563876.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2010,129,16913,3234657.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2011,132,17534,3600084.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2012,130,17475,3433907.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2013,135,17250,3387733.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2014,131,17165,3569173.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2015,129,17237,3692696.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2016,131,17328,3804487.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2017,132,17925,4096266.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2018,135,18682,4541928.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2019,136,19112,4473541.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2020,139,18770,3885252.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2021,139,19074,4535520.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2022,134,19483,5222245.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2023,135,19590,5081861.0
Göppingen,Landkreis,Göppingen (Landkreis),1995,245,31266,3601136.0
Göppingen,Landkreis,Göppingen (Landkreis),1996,241,30793,3582827.0
Göppingen,Landkreis,Göppingen (Landkreis),1997,256,30512,3856686.0
Göppingen,Landkreis,Göppingen (Landkreis),1998,254,30614,3992967.0
Göppingen,Landkreis,Göppingen (Landkreis),1999,263,30154,4021927.0
Göppingen,Landkreis,Göppingen (Landkreis),2000,259,30243,4304497.0
Göppingen,Landkreis,Göppingen (Landkreis),2001,257,30391,4516027.0
Göppingen,Landkreis,Göppingen (Landkreis),2002,270,30374,4488413.0
Göppingen,Landkreis,Göppingen (Landkreis),2003,256,29471,4368955.0
Göppingen,Landkreis,Göppingen (Landkreis),2004,251,28513,4459255.0
Göppingen,Landkreis,Göppingen (Landkreis),2005,247,27627,4457440.0
Göppingen,Landkreis,Göppingen (Landkreis),2006,244,27350,4622884.0
Göppingen,Landkreis,Göppingen (Landkreis),2007,242,28217,5132100.0
Göppingen,Landkreis,Göppingen (Landkreis),2008,246,28635,5217650.0
Göppingen,Landkreis,Göppingen (Landkreis),2009,241,24897,3862979.0
Göppingen,Landkreis,Göppingen (Landkreis),2010,230,24281,4525611.023471877
Göppingen,Landkreis,Göppingen (Landkreis),2011,232,25046,4567830.376549017
Göppingen,Landkreis,Göppingen (Landkreis),2012,235,26413,4515664.801255634
Göppingen,Landkreis,Göppingen (Landkreis),2013,238,26817,4678540.997271902
Göppingen,Landkreis,Göppingen (Landkreis),2014,233,26995,4800672.931139972
Göppingen,Landkreis,Göppingen (Landkreis),2015,230,26853,4925970.828988849
Göppingen,Landkreis,Göppingen (Landkreis),2016,230,26954,4976019.705585754
Göppingen,Landkreis,Göppingen (Landkreis),2017,232,28144,4795009.142785315
Göppingen,Landkreis,Göppingen (Landkreis),2018,236,29034,4915050.342602204
Göppingen,Landkreis,Göppingen (Landkreis),2019,240,28328,4624329.474901707
Göppingen,Landkreis,Göppingen (Landkreis),2020,244,26733,4303147.739774651
Göppingen,Landkreis,Göppingen (Landkreis),2021,239,25037,4720076.476381078
Göppingen,Landkreis,Göppingen (Landkreis),2022,237,24700,4778135.648567108
Göppingen,Landkreis,Göppingen (Landkreis),2023,241,24759,4873616.5815098025
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1995,64,11761,2584432.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1996,60,11264,1407340.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1997,65,11247,1418387.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1998,66,11453,1519204.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1999,63,11319,1501310.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2000,58,11160,1567753.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2001,53,11053,1533940.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2002,54,11309,1450142.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2003,54,11154,1387338.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2004,53,10669,1410606.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2005,54,10693,1442577.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2006,56,11066,1831863.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2007,58,11453,2046713.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2008,58,11643,2135858.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2009,44,9681,1277852.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2010,46,9549,1548401.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2011,45,9499,1730240.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2012,44,9331,1714364.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2013,44,9194,1643299.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2014,45,9295,1690727.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2015,45,8856,1676849.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2016,48,8954,1686320.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2017,49,9119,1757144.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2018,52,9197,1731157.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2019,53,8305,1918599.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2020,52,8088,1776607.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2021,53,8199,1933741.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2022,52,8170,2051634.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2023,53,8259,1950952.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1995,118,23592,2472009.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1996,118,22916,2699578.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1997,124,22940,2761355.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1998,127,23499,2908685.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1999,130,23173,3302844.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2000,130,23241,3555854.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2001,127,22642,3667716.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2002,133,21954,3638429.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2003,131,21265,3467993.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2004,125,20216,3827710.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2005,127,19576,3626727.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2006,130,19354,3902658.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2007,124,19924,4011160.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2008,122,20396,4003339.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2009,120,19439,4064842.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2010,121,19244,4244125.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2011,123,19730,4460268.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2012,123,19918,4209150.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2013,120,18269,3605653.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2014,116,17960,3604676.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2015,114,18062,3824016.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2016,115,17700,4263164.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2017,118,17874,4163074.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2018,118,18116,3924398.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2019,119,18595,3839452.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2020,123,18414,3822877.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2021,121,18185,3722152.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2022,121,18544,4219169.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2023,117,18162,3950187.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1995,255,33378,6088592.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1996,253,32815,5816574.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1997,277,34930,7184084.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1998,279,36553,8729743.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1999,288,38052,9028680.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2000,292,40103,10488883.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2001,291,41254,10689155.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2002,294,41296,10938562.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2003,289,41633,11294557.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2004,292,42590,11783846.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2005,295,42892,13230645.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2006,296,44046,14824732.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2007,295,46200,15290300.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2008,300,47888,15834064.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2009,302,45948,11993688.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2010,304,46424,14337511.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2011,308,47274,17608542.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2012,310,48260,18263046.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2013,315,48781,18286359.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2014,312,50004,18291469.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2015,312,50843,18635976.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2016,317,52557,17928359.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2017,322,54623,16131294.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2018,317,56315,16325286.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2019,325,57658,17421802.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2020,325,54665,16842798.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2021,322,54580,17296011.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2022,314,54736,18594435.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2023,317,55443,18934580.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1995,102,16724,2425436.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1996,94,16296,2464698.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1997,99,15935,2703625.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1998,97,15659,3199006.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1999,96,15444,3279508.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2000,95,15586,3604378.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2001,93,15620,3458704.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2002,97,15471,3624513.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2003,98,15203,3293262.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2004,98,15032,3313622.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2005,100,15004,3517042.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2006,97,14628,3626556.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2007,94,13411,3641727.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2008,96,13251,3301430.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2009,88,11964,2600339.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2010,83,11661,3237354.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2011,82,11889,3326558.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2012,78,11411,3136268.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2013,79,11241,2923969.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2014,76,10799,2797564.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2015,75,11354,2980111.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2016,76,11808,3103631.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2017,77,11890,3221556.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2018,81,11935,2916376.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2019,76,11518,2800405.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2020,74,11363,2696848.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2021,74,11661,3033151.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2022,76,11687,3258122.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2023,71,11501,3304078.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1995,96,15346,1722679.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1996,93,15455,1716130.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1997,103,15877,1839474.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1998,101,16376,1953658.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1999,107,16660,2044374.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2000,108,17062,2452076.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2001,104,17548,2498966.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2002,108,17016,2680236.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2003,109,16645,2707174.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2004,105,16414,2819684.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2005,108,16508,2926480.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2006,108,17041,3355093.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2007,107,18148,3702260.0
