DName,DType,DN_DT,Jahr,Investitionen,Investitionen je Beschäftigten
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1995,84056.0,5218.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1996,93099.0,5920.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1997,80596.0,4885.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1998,92726.0,5578.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1999,114474.0,6646.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2000,145916.0,8312.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2001,136344.0,7628.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2002,139917.0,8127.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2003,90067.0,5429.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2004,101644.0,6214.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2005,125685.0,7694.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2006,158005.0,9441.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2007,144512.0,8283.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2008,202217.0,11086.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2009,129162.0,7456.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2010,109740.0,6271.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2011,144942.0,7899.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2012,145364.0,7912.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2013,129966.0,7033.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2014,118449.0,6304.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2015,123065.0,6534.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2016,134159.0,7121.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2017,152441.0,7878.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2018,199724.0,9780.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2019,170195.0,8169.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2020,139151.0,6839.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2021,145529.0,7129.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2022,169104.0,8114.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2023,197187.0,9248.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1995,17049.0,3539.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1996,19281.0,3956.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1997,21306.0,4393.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1998,21309.0,4323.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1999,25365.0,5178.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2000,20337.0,4100.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2001,17261.0,3673.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2002,14076.0,2778.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2003,21692.0,4291.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2004,23561.0,4809.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2005,18264.0,3803.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2006,14924.0,3071.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2007,27634.0,5773.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2008,23662.0,4591.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2009,18355.0,4113.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2010,14155.0,3428.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2011,15094.0,3371.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2012,18575.0,4176.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2013,19033.0,4469.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2014,19013.0,4477.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2015,20778.0,4906.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2016,19327.0,4535.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2017,20576.0,4638.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2018,19548.0,4357.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2019,23987.0,5320.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2020,17144.0,3924.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2021,14274.0,3380.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2022,23322.0,5481.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2023,17674.0,4348.0
Biberach,Landkreis,Biberach (Landkreis),1995,102086.0,4398.0
Biberach,Landkreis,Biberach (Landkreis),1996,105228.0,4624.0
Biberach,Landkreis,Biberach (Landkreis),1997,149037.0,6404.0
Biberach,Landkreis,Biberach (Landkreis),1998,128434.0,5446.0
Biberach,Landkreis,Biberach (Landkreis),1999,138980.0,5744.0
Biberach,Landkreis,Biberach (Landkreis),2000,194339.0,7760.0
Biberach,Landkreis,Biberach (Landkreis),2001,251043.0,9585.0
Biberach,Landkreis,Biberach (Landkreis),2002,284113.0,10663.0
Biberach,Landkreis,Biberach (Landkreis),2003,243073.0,8805.0
Biberach,Landkreis,Biberach (Landkreis),2004,200840.0,7194.0
Biberach,Landkreis,Biberach (Landkreis),2005,211003.0,7403.0
Biberach,Landkreis,Biberach (Landkreis),2006,259356.0,8743.0
Biberach,Landkreis,Biberach (Landkreis),2007,344023.0,11076.0
Biberach,Landkreis,Biberach (Landkreis),2008,318933.0,9849.0
Biberach,Landkreis,Biberach (Landkreis),2009,262248.0,8365.0
Biberach,Landkreis,Biberach (Landkreis),2010,222729.0,7069.0
Biberach,Landkreis,Biberach (Landkreis),2011,246037.0,7566.0
Biberach,Landkreis,Biberach (Landkreis),2012,281742.0,8436.0
Biberach,Landkreis,Biberach (Landkreis),2013,290915.0,8521.0
Biberach,Landkreis,Biberach (Landkreis),2014,290150.0,8220.0
Biberach,Landkreis,Biberach (Landkreis),2015,299558.0,8438.0
Biberach,Landkreis,Biberach (Landkreis),2016,342883.0,9226.0
Biberach,Landkreis,Biberach (Landkreis),2017,346819.0,9142.0
Biberach,Landkreis,Biberach (Landkreis),2018,357612.0,8886.0
Biberach,Landkreis,Biberach (Landkreis),2019,396197.0,9762.0
Biberach,Landkreis,Biberach (Landkreis),2020,329118.0,8200.0
Biberach,Landkreis,Biberach (Landkreis),2021,368786.0,9164.0
Biberach,Landkreis,Biberach (Landkreis),2022,417132.0,10199.0
Biberach,Landkreis,Biberach (Landkreis),2023,459001.0,11033.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1995,120389.0,4722.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1996,194350.0,7558.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1997,156351.0,6104.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1998,173305.0,6471.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1999,160012.0,5936.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2000,265633.0,9564.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2001,232391.0,8262.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2002,166893.0,5993.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2003,171992.0,6149.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2004,148935.0,5474.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2005,181497.0,6541.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2006,208649.0,7335.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2007,266494.0,8979.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2008,350739.0,11038.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2009,238209.0,7844.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2010,168137.0,5558.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2011,236997.0,7367.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2012,237976.0,7248.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2013,283081.0,8256.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2014,273450.0,8082.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2015,225728.0,6638.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2016,239236.0,6961.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2017,169630.0,4874.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2018,275277.0,7654.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2019,384876.0,10408.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2020,240235.0,6742.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2021,273037.0,7653.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2022,348751.0,9538.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2023,386854.0,10311.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1995,108001.0,6790.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1996,86546.0,5770.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1997,101617.0,6562.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1998,151718.0,9144.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1999,138882.0,8338.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2000,104326.0,6125.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2001,123392.0,7099.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2002,105860.0,6274.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2003,114572.0,6822.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2004,102626.0,6249.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2005,109297.0,6893.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2006,123008.0,7702.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2007,147035.0,8835.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2008,122967.0,7261.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2009,132694.0,8278.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2010,141525.0,8303.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2011,140824.0,7698.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2012,138316.0,7547.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2013,127863.0,6732.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2014,142673.0,7257.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2015,194079.0,9802.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2016,150649.0,7451.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2017,163039.0,7898.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2018,183113.0,8458.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2019,142282.0,6559.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2020,105548.0,4998.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2021,201179.0,9624.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2022,162506.0,7656.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2023,202218.0,9377.0
Böblingen,Landkreis,Böblingen (Landkreis),1995,440139.0,6580.0
Böblingen,Landkreis,Böblingen (Landkreis),1996,584469.0,8694.0
Böblingen,Landkreis,Böblingen (Landkreis),1997,556909.0,8276.0
Böblingen,Landkreis,Böblingen (Landkreis),1998,310449.0,4628.0
Böblingen,Landkreis,Böblingen (Landkreis),1999,661754.0,9082.0
Böblingen,Landkreis,Böblingen (Landkreis),2000,531259.0,7111.0
Böblingen,Landkreis,Böblingen (Landkreis),2001,703300.0,9266.0
Böblingen,Landkreis,Böblingen (Landkreis),2002,636304.0,8368.0
Böblingen,Landkreis,Böblingen (Landkreis),2003,679043.0,9105.0
Böblingen,Landkreis,Böblingen (Landkreis),2004,682364.0,9271.0
Böblingen,Landkreis,Böblingen (Landkreis),2005,522851.0,7414.0
Böblingen,Landkreis,Böblingen (Landkreis),2006,713981.0,10644.0
Böblingen,Landkreis,Böblingen (Landkreis),2007,733994.0,10998.0
Böblingen,Landkreis,Böblingen (Landkreis),2008,1012736.0,14918.0
Böblingen,Landkreis,Böblingen (Landkreis),2009,665282.0,10422.0
Böblingen,Landkreis,Böblingen (Landkreis),2010,938086.0,14611.0
Böblingen,Landkreis,Böblingen (Landkreis),2011,730380.0,11095.0
Böblingen,Landkreis,Böblingen (Landkreis),2012,1132147.0,16998.0
Böblingen,Landkreis,Böblingen (Landkreis),2013,1042811.0,15267.0
Böblingen,Landkreis,Böblingen (Landkreis),2014,1074207.0,15229.0
Böblingen,Landkreis,Böblingen (Landkreis),2015,1121881.0,15863.0
Böblingen,Landkreis,Böblingen (Landkreis),2016,1100130.0,15043.0
Böblingen,Landkreis,Böblingen (Landkreis),2017,1044605.0,13999.0
Böblingen,Landkreis,Böblingen (Landkreis),2018,1090310.0,14255.0
Böblingen,Landkreis,Böblingen (Landkreis),2019,1447716.0,18890.0
Böblingen,Landkreis,Böblingen (Landkreis),2020,1304382.0,17565.0
Böblingen,Landkreis,Böblingen (Landkreis),2021,1120984.0,15694.0
Böblingen,Landkreis,Böblingen (Landkreis),2022,972356.0,13276.0
Böblingen,Landkreis,Böblingen (Landkreis),2023,557195.0,7511.0
Calw,Landkreis,Calw (Landkreis),1995,72648.0,6489.0
Calw,Landkreis,Calw (Landkreis),1996,57432.0,5428.0
Calw,Landkreis,Calw (Landkreis),1997,55077.0,5192.0
Calw,Landkreis,Calw (Landkreis),1998,56549.0,5427.0
Calw,Landkreis,Calw (Landkreis),1999,57007.0,5700.0
Calw,Landkreis,Calw (Landkreis),2000,69575.0,7051.0
Calw,Landkreis,Calw (Landkreis),2001,102317.0,9972.0
Calw,Landkreis,Calw (Landkreis),2002,72916.0,7170.0
Calw,Landkreis,Calw (Landkreis),2003,87879.0,8971.0
Calw,Landkreis,Calw (Landkreis),2004,75539.0,7383.0
Calw,Landkreis,Calw (Landkreis),2005,80758.0,7716.0
Calw,Landkreis,Calw (Landkreis),2006,74573.0,6871.0
Calw,Landkreis,Calw (Landkreis),2007,88565.0,7936.0
Calw,Landkreis,Calw (Landkreis),2008,95269.0,8340.0
Calw,Landkreis,Calw (Landkreis),2009,72744.0,6800.0
Calw,Landkreis,Calw (Landkreis),2010,44083.0,4101.0
Calw,Landkreis,Calw (Landkreis),2011,101058.0,9068.0
Calw,Landkreis,Calw (Landkreis),2012,85771.0,7490.0
Calw,Landkreis,Calw (Landkreis),2013,72961.0,6405.0
Calw,Landkreis,Calw (Landkreis),2014,77554.0,6897.0
Calw,Landkreis,Calw (Landkreis),2015,71588.0,6472.0
Calw,Landkreis,Calw (Landkreis),2016,56981.0,5109.0
Calw,Landkreis,Calw (Landkreis),2017,65603.0,5840.0
Calw,Landkreis,Calw (Landkreis),2018,137418.0,11752.0
Calw,Landkreis,Calw (Landkreis),2019,90574.0,7977.0
Calw,Landkreis,Calw (Landkreis),2020,80934.0,7238.0
Calw,Landkreis,Calw (Landkreis),2021,81184.0,7160.0
Calw,Landkreis,Calw (Landkreis),2022,95086.0,8009.0
Calw,Landkreis,Calw (Landkreis),2023,98167.0,8235.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1995,65532.0,4796.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1996,53903.0,4147.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1997,60910.0,4709.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1998,63025.0,4826.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1999,77275.0,5833.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2000,96935.0,7028.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2001,108796.0,7807.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2002,70497.0,5369.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2003,65926.0,5048.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2004,74958.0,5763.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2005,73112.0,5676.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2006,73722.0,5657.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2007,72522.0,5317.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2008,103393.0,7500.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2009,68414.0,5273.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2010,67323.0,5155.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2011,86185.0,6262.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2012,103366.0,7448.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2013,98267.0,6937.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2014,136834.0,9343.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2015,115944.0,7753.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2016,130565.0,8395.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2017,131470.0,8146.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2018,158512.0,9402.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2019,132216.0,7741.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2020,98866.0,5851.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2021,103141.0,6085.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2022,140229.0,7806.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2023,137701.0,7520.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1995,117362.0,5125.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1996,117286.0,5192.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1997,123398.0,5353.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1998,151503.0,6224.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1999,158868.0,6554.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2000,148136.0,6063.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2001,132744.0,5403.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2002,115153.0,4719.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2003,136467.0,5752.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2004,120890.0,5100.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2005,121784.0,5046.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2006,161740.0,6530.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2007,159228.0,6239.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2008,134517.0,5269.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2009,86864.0,3803.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2010,98769.0,4300.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2011,121784.0,5028.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2012,143102.0,5809.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2013,140096.0,5652.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2014,163895.0,6646.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2015,147380.0,5817.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2016,150602.0,5820.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2017,183035.0,6943.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2018,190400.0,6956.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2019,205339.0,7366.0
